Numot,Season,game_id,host_lat,host_long,host_site,season,team1_id,team1_score,team2_id,team2_score,team1_seed,team1_lat,team1_long,team1_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team1_ap_preseason,team1_ap_final,team1_coaches_preseason,team1_coaches_before_final,team1_rpi_rating,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_seed,team2_lat,team2_long,team2_teamname,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team2_ap_preseason,team2_ap_final,team2_coaches_preseason,team2_coaches_before_final,team2_rpi_rating,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,result
2,2016,2016-1114-1345,39.7392,-104.9903,Denver,2016,1114,85,1345,83,12,34.726644,-92.341835,Arkansas Little Rock,49.4139,38.7097,73.4463,9.9165,45.0939,30.094,68.9542,7.6646,34.6879,39.9749,51.5464,51.7628,0.0978,0.0627,64.0516,63.9886,108.8229,108.2847,93.1235,96.1034,,,,,0.582,chris-beard-1,Chris Beard,0,0,0,0,0,0,29,4,4,29,4,29,4,5,40.428206,-86.914435,Purdue,52.8583,36.8421,74.2446,11.6262,42.9728,31.3433,70.6927,7.9092,35.5051,33.0212,64.0257,51.2594,0.0626,0.0881,67.8939,68.311,114.0862,115.3476,94.9121,94.5414,23,12,24,13,0.619,matt-painter-1,Matt Painter,7,8,2,2,0,0,238,133,138,26,8,26,8,1
0,2016,2016-1231-1151,41.6005,-93.6091,Des Moines,2016,1231,99,1151,74,5,39.166383,-86.526904,Indiana,56.0799,41.4698,72.3027,9.953,48.6677,34.3053,66.6055,8.8022,40.8798,31.3609,54.7109,47.0158,0.1005,0.0882,68.7995,68.7714,119.2026,118.9969,100.1648,98.6859,15,14,15,10,0.602,tom-crean-1,Tom Crean,3,8,2,3,0,1,146,118,214,25,7,25,7,12,35.048247,-85.299812,Chattanooga,50.3571,36.1027,73.262,13.3685,49.956,33.0247,67.0909,10.8929,37.1493,36.3025,55.6663,49.7442,0.1081,0.0902,67.4188,67.0464,109.6847,105.0893,98.6493,99.3651,,,,,0.579,matt-mccall-1,Matt McCall,0,0,0,0,0,0,29,5,5,29,5,29,5,1
0,2016,2016-1242-1122,41.6005,-93.6091,Des Moines,2016,1242,105,1122,79,1,38.957351,-95.24587,Kansas,52.2117,42.2047,70.6199,10.2484,43.323,32.9527,71.8927,8.7678,33.4035,32.2462,54.8977,48.6842,0.096,0.0896,69.2473,69.7363,114.3687,118.918,96.1366,92.0105,4,1,5,1,0.677,bill-self-1,Bill Self,12,17,7,10,2,2,382,82,187,30,4,30,4,16,36.533319,-87.354081,Austin Peay,51.1609,34.8639,67.0175,7.7184,52.9262,36.4213,70.5401,7.446,32.0087,40.061,50.3555,52.9089,0.0968,0.1015,70.3103,70.3902,104.7914,104.4127,108.1274,108.8778,,,,,0.488,dave-loos-1,Dave Loos,3,3,0,0,0,0,409,390,390,18,17,18,17,1
0,2016,2016-1246-1392,41.6005,-93.6091,Des Moines,2016,1246,85,1392,57,4,38.028081,-84.510698,Kentucky,52.8017,37.0487,68.3398,13.8484,43.0029,32.9897,69.9257,7.4713,31.3948,29.7851,50.4634,39.7698,0.0816,0.0619,68.1451,67.6451,116.1217,122.3039,99.1131,98.9198,2,11,1,16,0.626,john-calipari-1,John Calipari,5,16,5,12,4,6,216,46,186,26,8,26,8,13,40.916417,-73.147259,Stony Brook,51.92,37.5242,66.7826,12.298,45.2424,34.1709,71.0359,6.32,29.2586,34.8919,58.0071,47.5989,0.0869,0.0815,67.5992,67.3624,111.2569,105.7794,95.9682,98.3521,,,,,0.572,steve-pikiell-1,Steve Pikiell,0,0,0,0,0,0,192,155,155,26,6,26,6,1
0,2016,2016-1274-1138,41.8236,-71.4222,Providence,2016,1274,79,1138,72,3,25.720406,-80.27645,Miami FL,53.414,36.5609,75.0712,8.9853,46.9404,33.5766,70.6994,7.3466,34.1116,29.7988,48.9845,46.2025,0.0912,0.0767,66.1954,66.7834,113.7669,117.2064,101.0021,97.0915,,10,,11,0.636,jim-larranaga-1,Jim Larranaga,1,6,1,2,0,1,116,56,365,25,7,25,7,14,43.000416,-78.78919,Buffalo,49.232,33.5172,70.9402,9.0267,48.8226,34.3619,71.5061,8.65,36.9521,35.8832,48.5915,50.9804,0.0922,0.0793,72.3903,73.0118,104.9169,105.1081,103.8781,102.4637,,,,,0.549,nate-oats-1,Nate Oats,0,0,0,0,0,0,20,14,14,20,14,20,14,1
0,2016,2016-1428-1201,39.7392,-104.9903,Denver,2016,1428,80,1201,69,3,40.762484,-111.846044,Utah,55.818,36.0465,71.6927,10.0072,43.7725,36.7692,71.9665,10.4987,37.5751,31.8784,56.8849,42.0307,0.0772,0.0918,67.2963,66.5008,111.5243,113.7218,101.3492,97.4808,16,13,16,12,0.637,larry-krystkowiak-1,Larry Krystkowiak,1,3,1,1,0,0,94,72,92,26,8,26,8,14,36.814477,-119.748258,Fresno St.,46.8289,34.3003,69.5946,11.1215,47.9439,32.853,69.2308,7.6696,30.1751,39.3424,50,53.5762,0.1145,0.0614,70.1189,69.6745,104.6446,106.2388,99.8094,100.3047,,,,,0.569,rodney-terry-1,Rodney Terry,0,0,0,0,0,0,85,83,83,25,9,25,9,1
0,2016,2016-1438-1214,35.7806,-78.6389,Raleigh,2016,1438,81,1214,45,1,38.036545,-78.502597,Virginia,51.9139,40.4082,75.3982,9.4819,46.4321,34.9259,69.6364,5.8214,28.0963,37.2393,55.7126,48.1805,0.0894,0.0859,61.1656,61.3942,114.7997,118.346,97.2545,91.9132,6,4,6,4,0.657,tony-bennett-1,Tony Bennett,3,5,1,2,0,0,162,71,104,26,7,26,7,16,37.022082,-76.337649,Hampton,47.5954,30.8892,65.4194,8.9943,47.1791,33.1641,72.7273,10.0332,34.7049,32.5799,47.6684,41.5265,0.0713,0.0786,71.8773,72.2133,102.1313,99.8684,100.925,104.8366,,,,,0.507,edward-joyner-1,Edward Joyner,2,2,0,0,0,0,120,106,106,21,10,21,10,1
0,2016,2016-1455-1112,41.8236,-71.4222,Providence,2016,1455,65,1112,55,11,37.716484,-97.296733,Wichita St.,49.8188,32.8509,71.5758,11.6597,41.8067,32.7402,71.9068,8.4239,38.4958,37.1202,57.2716,48.9691,0.1089,0.0692,66.1715,66.9999,109.501,108.8782,89.0509,89.8975,10,,12,,0.581,gregg-marshall-1,Gregg Marshall,4,11,2,2,1,1,228,84,167,24,8,24,8,6,32.232071,-110.950769,Arizona,52.2794,38.2562,72.2877,11.441,45.4743,32.1086,71.2095,8.2353,29.2404,31.1908,51.6199,48.6128,0.0686,0.0754,70.0436,69.2459,113.644,116.0808,96.3315,96.5462,12,17,10,13,0.6,sean-miller-1,Sean Miller,4,8,4,6,0,0,188,60,107,25,8,25,8,1
0,2016,2016-1463-1124,41.8236,-71.4222,Providence,2016,1463,79,1124,75,12,41.310189,-72.92886,Yale,51.0516,37.1245,66.6667,12.5903,45.5108,31.8271,69.4,9.2734,30.8201,34.4384,57.5672,49.5854,0.0831,0.1002,66.9779,66.7244,110.7441,107.992,94.2337,95.0242,,,,,0.583,james-jones-3,James Jones,0,0,0,0,0,0,253,238,238,22,6,22,6,5,31.545956,-97.119359,Baylor,49.9244,37.3585,72.7273,11.1014,48.6888,37.094,70.0608,9.4554,28.6177,33.8346,63.7529,72.8682,0.1137,0.0967,67.1496,67.2671,112.4583,116.8522,102.6714,99.0091,22,21,21,20,0.601,scott-drew-1,Scott Drew,5,5,3,3,0,0,252,171,182,22,11,22,11,1
0,2016,2016-1292-1277,38.6272,-90.1978,St Louis,2016,1292,90,1277,81,15,35.849139,-86.362094,Middle Tennessee,48.2189,38.8715,60.7199,9.6861,47.1749,34.0949,66.8056,7.4718,35.6624,33.7886,50.3113,49.3056,0.0901,0.084,69.2026,68.3375,104.1472,102.2371,98.3849,98.959,,,,,0.559,kermit-davis-1,Kermit Davis,1,3,0,0,0,0,275,174,224,24,9,24,9,2,42.72476,-84.473639,Michigan St.,51.1077,43.3566,73.0263,13.1876,41.2962,30.2034,71.7489,8.4034,35.3261,32.5025,71.3994,48.7179,0.0654,0.079,66.9045,67.3618,118.2105,121.3448,93.8883,94.7578,13,2,13,3,0.626,tom-izzo-1,Tom Izzo,18,18,13,13,7,7,524,204,204,29,5,29,5,1
0,2016,2016-1323-1276,40.6827,-73.9753,Brooklyn,2016,1323,70,1276,63,6,41.616717,-86.289848,Notre Dame,52.5269,36.8917,73.5294,9.9049,45.5626,37.5573,72.0388,8.2022,34.5445,34.168,49.5972,52.1315,0.0852,0.0795,65.4047,65.83,115.1057,117.8289,107.7963,103.6852,19,,18,,0.589,mike-brey-1,Mike Brey,10,12,2,2,0,0,353,176,228,21,11,21,11,11,42.276138,-83.743132,Michigan,52.9299,38.4154,73.9212,5.9126,50.7284,34.6608,72.9293,9.6061,44.4504,36.748,56.7164,53.5671,0.0819,0.0622,65.9924,66.702,112.4315,112.6709,102.9556,101.0415,25,,,,0.574,john-beilein-1,John Beilein,5,9,2,4,1,1,188,122,297,22,12,22,12,1
0,2016,2016-1393-1173,38.6272,-90.1978,St Louis,2016,1393,70,1173,51,10,43.037587,-76.135062,Syracuse,47.6471,36.0825,68.2889,11.8613,48.7226,30.4465,66.6667,8.5294,43.2071,40.2725,58.7467,65.7444,0.1227,0.0986,65.2376,65.7075,106.8056,109.3881,99.7255,96.3704,,,,,0.562,jim-boeheim-1,Jim Boeheim,31,31,17,17,4,4,985,346,346,19,13,19,13,7,39.73686,-84.173662,Dayton,51.9828,34.6774,67.2603,12.2625,43.696,34.8733,65.8824,8.1034,34.8315,36.6867,57.4572,55,0.0849,0.0692,68.781,68.8194,105.445,104.7028,94.5946,93.7641,,,,,0.606,archie-miller-1,Archie Miller,2,2,1,1,0,0,115,54,54,25,7,25,7,1
0,2016,2016-1437-1421,40.6827,-73.9753,Brooklyn,2016,1437,86,1421,56,2,40.039388,-75.345457,Villanova,56.382,34.3566,77.7108,9.7152,43.8861,33.5196,66.3333,6.7952,43.75,37.4869,60.663,57.3298,0.0991,0.0861,67.6994,67.4295,113.604,117.2431,93.853,92.9587,11,6,9,2,0.653,jay-wright-1,Jay Wright,10,12,4,4,1,1,348,157,242,29,5,29,5,15,35.616618,-82.565259,UNC Asheville,50.5618,32.216,70.1058,8.7566,51.6637,28.8217,70.5584,6.26,30.1178,35.4802,46.3263,44.2283,0.1298,0.0958,70.5102,71.0995,104.8938,102.4741,97.0228,98.2248,,,,,0.521,nicholas-mcdevitt-1,Nicholas McDevitt,0,0,0,0,0,0,54,42,42,22,11,22,11,1
0,2016,2016-1458-1338,38.6272,-90.1978,St Louis,2016,1458,47,1338,43,7,43.073858,-89.405356,Wisconsin,46.6321,35.7627,70.7493,8.4788,45.054,37.9518,70.7904,9.1537,33.7529,29.2769,49.4008,46.7852,0.091,0.0818,64.0913,64.2535,106.6621,109.9967,99.9787,95.2858,17,,17,25,0.584,greg-gard-1,Greg Gard,0,0,0,0,0,0,13,7,7,20,12,13,7,10,40.444502,-79.954692,Pittsburgh,50.7223,35.1351,75.7576,9.3777,48.7292,35.8459,66.4311,8.5072,30.8162,34.3498,62.8779,54.9351,0.0751,0.0848,66.4386,66.3197,112.668,112.7404,102.8731,99.8065,,,,,0.578,jamie-dixon-1,Jamie Dixon,10,10,3,3,0,0,328,122,122,21,11,21,11,1
0,2016,2016-1181-1463,41.8236,-71.4222,Providence,2016,1181,71,1463,64,4,36.00159,-78.94226,Duke,50.7197,38.6852,72.2222,9.4976,48.8644,33.8954,68.4008,9.5682,40.1116,28.9834,49.1713,52.4698,0.0928,0.066,68.4041,68.4853,118.0807,119.3292,105.0368,100.7402,5,19,4,21,0.608,mike-krzyzewski-1,Mike Krzyzewski,31,31,22,22,12,12,968,261,320,23,10,23,10,12,41.310189,-72.92886,Yale,51.0516,37.1245,66.6667,12.5903,45.5108,31.8271,69.4,9.2734,30.8201,34.4384,57.5672,49.5854,0.0831,0.1002,66.9779,66.7244,110.7441,107.992,94.2337,95.0242,,,,,0.583,james-jones-3,James Jones,0,0,0,0,0,0,253,238,238,22,6,22,6,1
0,2016,2016-1235-1114,39.7392,-104.9903,Denver,2016,1235,78,1114,61,4,42.026368,-93.648353,Iowa St.,56.6899,38.0201,70.6114,10.1124,48.9888,33.6486,68.5259,7.0379,35.0251,35.6627,53.006,50.0554,0.0849,0.0772,71.7188,71.8467,112.951,120.505,103.6523,100.3057,7,22,7,19,0.606,steve-prohm-1,Steve Prohm,0,1,0,0,0,0,21,11,40,21,11,21,11,12,34.726644,-92.341835,Arkansas Little Rock,49.4139,38.7097,73.4463,9.9165,45.0939,30.094,68.9542,7.6646,34.6879,39.9749,51.5464,51.7628,0.0978,0.0627,64.0516,63.9886,108.8229,108.2847,93.1235,96.1034,,,,,0.582,chris-beard-1,Chris Beard,0,0,0,0,0,0,29,4,4,29,4,29,4,1
0,2016,2016-1242-1163,41.6005,-93.6091,Des Moines,2016,1242,73,1163,61,1,38.957351,-95.24587,Kansas,52.2117,42.2047,70.6199,10.2484,43.323,32.9527,71.8927,8.7678,33.4035,32.2462,54.8977,48.6842,0.096,0.0896,69.2473,69.7363,114.3687,118.918,96.1366,92.0105,4,1,5,1,0.677,bill-self-1,Bill Self,12,17,7,10,2,2,382,82,187,30,4,30,4,9,41.808215,-72.249537,Connecticut,50.8853,36.2121,78.6575,13.9935,41.3257,32.7221,65.8171,9.1609,33.6907,36.7167,52.3333,52.6459,0.0848,0.0765,66.4159,66.3376,108.7293,110.3524,93.7251,93.7024,20,,24,,0.586,kevin-ollie-1,Kevin Ollie,1,1,1,1,1,1,96,43,43,24,10,24,10,1
0,2016,2016-1438-1139,35.7806,-78.6389,Raleigh,2016,1438,77,1139,69,1,38.036545,-78.502597,Virginia,51.9139,40.4082,75.3982,9.4819,46.4321,34.9259,69.6364,5.8214,28.0963,37.2393,55.7126,48.1805,0.0894,0.0859,61.1656,61.3942,114.7997,118.346,97.2545,91.9132,6,4,6,4,0.657,tony-bennett-1,Tony Bennett,3,5,1,2,0,0,162,71,104,26,7,26,7,9,39.840662,-86.171791,Butler,50.0386,38.6643,73.1444,9.3023,48.4794,33.8931,71.028,10.7336,30.5258,36.943,51.2673,50.9162,0.0962,0.0646,70.1183,68.8815,113.7749,115.6415,101.7935,101.7731,24,,22,,0.575,chris-holtmann-1,Chris Holtmann,1,1,0,0,0,0,44,21,75,21,10,21,10,1
0,2016,2016-1323-1372,40.6827,-73.9753,Brooklyn,2016,1323,76,1372,75,6,41.616717,-86.289848,Notre Dame,52.5269,36.8917,73.5294,9.9049,45.5626,37.5573,72.0388,8.2022,34.5445,34.168,49.5972,52.1315,0.0852,0.0795,65.4047,65.83,115.1057,117.8289,107.7963,103.6852,19,,18,,0.589,mike-brey-1,Mike Brey,10,12,2,2,0,0,353,176,228,21,11,21,11,14,31.58562,-94.58546,Stephen F. Austin,55.1492,37.479,74.3682,9.3023,49.545,33.1808,67.1329,6.9297,36.4137,30.6452,64.4472,52.2835,0.1209,0.077,69.1402,68.3218,115.0656,110.3556,93.0518,95.6722,,,,,0.571,brad-underwood-1,Brad Underwood,2,2,0,0,0,0,88,13,13,27,5,27,5,1
0,2016,2016-1393-1292,38.6272,-90.1978,St Louis,2016,1393,75,1292,50,10,43.037587,-76.135062,Syracuse,47.6471,36.0825,68.2889,11.8613,48.7226,30.4465,66.6667,8.5294,43.2071,40.2725,58.7467,65.7444,0.1227,0.0986,65.2376,65.7075,106.8056,109.3881,99.7255,96.3704,,,,,0.562,jim-boeheim-1,Jim Boeheim,31,31,17,17,4,4,985,346,346,19,13,19,13,15,35.849139,-86.362094,Middle Tennessee,48.2189,38.8715,60.7199,9.6861,47.1749,34.0949,66.8056,7.4718,35.6624,33.7886,50.3113,49.3056,0.0901,0.084,69.2026,68.3375,104.1472,102.2371,98.3849,98.959,,,,,0.559,kermit-davis-1,Kermit Davis,1,3,0,0,0,0,275,174,224,24,9,24,9,1
0,2016,2016-1437-1234,40.6827,-73.9753,Brooklyn,2016,1437,87,1234,68,2,40.039388,-75.345457,Villanova,56.382,34.3566,77.7108,9.7152,43.8861,33.5196,66.3333,6.7952,43.75,37.4869,60.663,57.3298,0.0991,0.0861,67.6994,67.4295,113.604,117.2431,93.853,92.9587,11,6,9,2,0.653,jay-wright-1,Jay Wright,10,12,4,4,1,1,348,157,242,29,5,29,5,7,41.660695,-91.535698,Iowa,48.7409,38.2309,71.9243,12.693,48.0274,31.0204,68.0585,7.4736,35.1423,38.6639,58.0117,53.1726,0.0978,0.0765,69.2986,69.9311,112.1944,114.3598,99.144,95.9088,,25,,18,0.594,fran-mccaffery-1,Fran McCaffery,2,7,0,0,0,0,117,85,262,21,10,21,10,1
0,2016,2016-1332-1181,33.8361,-117.8897,Anaheim,2016,1332,82,1181,68,1,44.044515,-123.07398,Oregon,52.1807,35.0531,71.4834,15.2866,46.1783,36.4062,70.31,8.2555,33.9166,33.7553,49.9445,53.1365,0.1091,0.0634,69.4792,68.729,112.7072,119.4351,99.622,97.4273,,5,,9,0.662,dana-altman-1,Dana Altman,3,11,1,1,0,0,151,63,306,28,6,28,6,4,36.00159,-78.94226,Duke,50.7197,38.6852,72.2222,9.4976,48.8644,33.8954,68.4008,9.5682,40.1116,28.9834,49.1713,52.4698,0.0928,0.066,68.4041,68.4853,118.0807,119.3292,105.0368,100.7402,5,19,4,21,0.608,mike-krzyzewski-1,Mike Krzyzewski,31,31,22,22,12,12,968,261,320,23,10,23,10,1
0,2016,2016-1393-1211,41.8369,-87.6847,Chicago,2016,1393,63,1211,60,10,43.037587,-76.135062,Syracuse,47.6471,36.0825,68.2889,11.8613,48.7226,30.4465,66.6667,8.5294,43.2071,40.2725,58.7467,65.7444,0.1227,0.0986,65.2376,65.7075,106.8056,109.3881,99.7255,96.3704,,,,,0.562,jim-boeheim-1,Jim Boeheim,31,31,17,17,4,4,985,346,346,19,13,19,13,11,47.668144,-117.403062,Gonzaga,54.6453,37.6133,75.9819,7.4017,44.9499,30.2652,70.674,7.6014,35.8613,33.0753,49.5536,43.758,0.0729,0.0811,68.325,68.0148,116.1791,114.5514,97.8566,97.7623,9,,11,,0.583,mark-few-1,Mark Few,16,16,5,5,0,0,464,110,110,26,7,26,7,1
0,2016,2016-1438-1235,41.8369,-87.6847,Chicago,2016,1438,84,1235,71,1,38.036545,-78.502597,Virginia,51.9139,40.4082,75.3982,9.4819,46.4321,34.9259,69.6364,5.8214,28.0963,37.2393,55.7126,48.1805,0.0894,0.0859,61.1656,61.3942,114.7997,118.346,97.2545,91.9132,6,4,6,4,0.657,tony-bennett-1,Tony Bennett,3,5,1,2,0,0,162,71,104,26,7,26,7,4,42.026368,-93.648353,Iowa St.,56.6899,38.0201,70.6114,10.1124,48.9888,33.6486,68.5259,7.0379,35.0251,35.6627,53.006,50.0554,0.0849,0.0772,71.7188,71.8467,112.951,120.505,103.6523,100.3057,7,22,7,19,0.606,steve-prohm-1,Steve Prohm,0,1,0,0,0,0,21,11,40,21,11,21,11,1
0,2016,2016-1328-1332,33.8361,-117.8897,Anaheim,2016,1328,80,1332,68,2,35.208152,-97.445692,Oklahoma,48.0769,42.602,72.7975,12.7093,43.9878,33.9915,67.8119,9.1783,40.6639,35.047,52.6018,41.7582,0.0957,0.0983,71.2898,70.7833,111.2847,115.4005,97.6891,93.3357,8,7,8,6,0.642,lon-kruger-1,Lon Kruger,3,16,1,4,0,1,107,56,360,25,7,25,7,1,44.044515,-123.07398,Oregon,52.1807,35.0531,71.4834,15.2866,46.1783,36.4062,70.31,8.2555,33.9166,33.7553,49.9445,53.1365,0.1091,0.0634,69.4792,68.729,112.7072,119.4351,99.622,97.4273,,5,,9,0.662,dana-altman-1,Dana Altman,3,11,1,1,0,0,151,63,306,28,6,28,6,1
0,2016,2016-1314-1323,39.95,-75.1667,Philadelphia,2016,1314,88,1323,74,1,35.912165,-79.050969,North Carolina,53.8653,31.3894,73.7589,11.305,43.7026,35.989,69.9013,6.5461,26.6575,35.5816,58.4527,45.7041,0.0973,0.0815,70.7158,72.0339,116.2837,119.4742,98.6807,93.9517,1,3,1,7,0.645,roy-williams-1,Roy Williams,11,25,7,16,3,7,360,107,208,28,6,28,6,6,41.616717,-86.289848,Notre Dame,52.5269,36.8917,73.5294,9.9049,45.5626,37.5573,72.0388,8.2022,34.5445,34.168,49.5972,52.1315,0.0852,0.0795,65.4047,65.83,115.1057,117.8289,107.7963,103.6852,19,,18,,0.589,mike-brey-1,Mike Brey,10,12,2,2,0,0,353,176,228,21,11,21,11,1
0,2016,2016-1314-1393,29.7604,-95.3698,Houston,2016,1314,83,1393,66,1,35.912165,-79.050969,North Carolina,53.8653,31.3894,73.7589,11.305,43.7026,35.989,69.9013,6.5461,26.6575,35.5816,58.4527,45.7041,0.0973,0.0815,70.7158,72.0339,116.2837,119.4742,98.6807,93.9517,1,3,1,7,0.645,roy-williams-1,Roy Williams,11,25,7,16,3,7,360,107,208,28,6,28,6,10,43.037587,-76.135062,Syracuse,47.6471,36.0825,68.2889,11.8613,48.7226,30.4465,66.6667,8.5294,43.2071,40.2725,58.7467,65.7444,0.1227,0.0986,65.2376,65.7075,106.8056,109.3881,99.7255,96.3704,,,,,0.562,jim-boeheim-1,Jim Boeheim,31,31,17,17,4,4,985,346,346,19,13,19,13,1
0,2002,2002-1108-1373,39.7594,-84.1917,Dayton,2002,1108,77,1373,81,16,31.877216,-91.142854,Alcorn St.,48.9138,37.5556,64.2105,9.434,47.6981,34.1071,70.6505,6.4471,23.9744,29.7082,54.3253,56.8651,0.108,0.1049,76.0664,73.8504,103.4213,99.8665,99.637,106.45,,,,,0.51,davey-whitney-1,Davey Whitney,5,5,0,0,0,0,318,210,210,21,9,21,9,16,42.718586,-73.75153,Siena,45.6127,34.626,74.4032,11.3308,42.6616,33.6399,69.6471,10.5144,35.3229,36.657,54.5135,57.8947,0.0778,0.102,68.8425,67.7359,98.693,98.6102,96.3688,99.6885,,,,,0.464,rob-lanier-1,Rob Lanier,0,0,0,0,0,0,16,18,18,16,18,16,18,0
0,2002,2002-1457-1181,35.6017,-77.3725,Greenville,2002,1457,37,1181,84,16,34.93851,-81.028663,Winthrop,47.642,30.5603,65.5914,11.6301,45.6625,30.4104,68.8372,9.8171,36.1794,33.817,49.037,51.8692,0.1108,0.0987,68.2128,67.4639,100.2384,95.3632,94.6587,99.9754,,,,,0.47,gregg-marshall-1,Gregg Marshall,3,3,0,0,0,0,79,41,41,19,11,19,11,1,36.00159,-78.94226,Duke,57.4329,36.2651,68.9845,7.2251,46.2916,30.2703,68.8693,7.4692,37.5736,26.1916,57.1821,49.5516,0.1297,0.0919,77.0734,75.1685,116.3726,118.5999,90.2544,87.7504,1,1,1,1,0.656,mike-krzyzewski-1,Mike Krzyzewski,17,17,12,12,9,9,635,167,226,29,3,29,3,0
0,2002,2002-1150-1323,35.6017,-77.3725,Greenville,2002,1150,63,1323,82,9,35.306834,-80.73579,Charlotte,48.7666,36.5385,70.7792,6.1591,45.1668,34.4887,69.0598,7.4004,39.0751,33.047,54.6649,53.2325,0.0987,0.085,68.4682,68.4936,107.2881,111.8788,99.058,97.3901,,,,,0.508,bobby-lutz-1,Bobby Lutz,2,2,0,0,0,0,80,49,49,18,11,18,11,8,41.616717,-86.289848,Notre Dame,49.037,37.8641,71.194,10.9142,42.6648,33.6538,67.5325,8.6667,31.4024,30.6634,67.0759,56.5271,0.1099,0.1016,70.3693,70.1299,109,113.8693,95.8235,97.3342,,,,,0.577,mike-brey-1,Mike Brey,1,3,0,0,0,0,140,20,72,21,10,21,10,0
0,2002,2002-1443-1390,38.6272,-90.1978,St Louis,2002,1443,68,1390,84,9,36.985718,-86.455898,Western Kentucky,50.8026,38.5965,69.1928,8.3048,46.3185,32.8657,66.3283,8.2153,39.2427,29.934,56.4838,45.8156,0.0995,0.091,69.0281,69.0067,109.1221,107.4561,92.5488,94.335,,19,,20,0.492,dennis-felton-1,Dennis Felton,1,1,0,0,0,0,76,44,44,28,3,28,3,8,37.431746,-122.182212,Stanford,50.6173,34.0461,69.9877,10.1961,45.098,35.0746,69.4486,6.5844,33.3516,29.5969,58.3942,51.114,0.0701,0.0986,71.4355,71.2398,112.5213,113.9578,99.801,96.3122,13,24,13,23,0.578,mike-montgomery-1,Mike Montgomery,9,9,3,3,1,1,491,156,233,19,9,19,9,0
1,2002,2002-1425-1423,38.5556,-121.4689,Sacramento,2002,1425,89,1423,93,4,34.021058,-118.283858,USC,47.7411,34.6552,69.242,11.2281,47.2807,33.6842,68.3688,6.8105,28.1144,36.8421,55.4455,58.4535,0.1236,0.0694,71.6328,71.328,107.3489,110.6461,95.4624,91.1034,20,18,20,16,0.609,henry-bibby-1,Henry Bibby,2,2,1,1,0,0,104,85,85,22,9,22,9,13,34.225223,-77.875527,UNC Wilmington,46.4905,37.3311,68.855,9.0513,45.3438,32.0883,67.2468,8.6705,32.8342,33.8895,57.7806,54.7887,0.128,0.0931,64.2049,64.534,104.1599,104.5005,93.3916,93.829,,,,,0.574,jerry-wainwright-1,Jerry Wainwright,1,1,0,0,0,0,135,102,102,22,9,22,9,0
0,2002,2002-1335-1143,40.4417,-80,Pittsburgh,2002,1335,75,1143,82,11,39.951002,-75.193618,Penn,53.0948,39.8801,73.2348,9.2308,44.8718,33.5559,71.8808,7.9304,39.2122,33.8609,68.8344,55.0964,0.0979,0.1035,65.6728,66.893,109.5414,106.9622,94.2234,95.1915,,,,,0.61,fran-dunphy-1,Fran Dunphy,5,5,0,0,0,0,231,128,128,25,6,25,6,6,37.871519,-122.260401,California,51.6746,31.4286,67.713,11.9891,46.1399,34.3701,66.6174,7.0973,32.1796,36.8693,58.3234,59.6708,0.1143,0.0729,68.9445,68.0084,104.0471,108.4214,94.9897,93.0913,,,,,0.593,ben-braun-1,Ben Braun,2,5,1,2,0,0,301,69,202,22,8,22,8,0
0,2002,2002-1214-1163,38.8951,-77.0367,Washington,2002,1214,67,1163,78,15,37.022082,-76.337649,Hampton,53.4684,35.5,66.8774,8.8716,49.6498,30.2362,67.5325,6.703,31.864,33.0729,50.3893,50.3614,0.1131,0.0952,70.1835,70.2842,112.2398,107.6656,98.9916,103.7417,,,,,0.511,steve-merfeld-1,Steve Merfeld,1,1,0,0,0,0,90,56,56,26,6,26,6,2,41.808215,-72.249537,Connecticut,50.4627,39.3862,69.6315,15.6499,40.5836,32.3442,71.151,8.575,19.4334,30.8891,50.823,55.7831,0.1035,0.091,71.8605,70.3456,106.1949,108.1906,93.6429,91.5948,,10,,13,0.627,jim-calhoun-1,Jim Calhoun,9,14,7,7,1,1,623,149,286,24,6,24,6,0
